都道府県,Prefecture,センター名,Center Name,"Phone number
電話番号","Supported Languages
対応言語","Open Hours
対応時間","Postal code
郵便番号","Address
住所","Homepage
ホームページ","Comments
コメント"
青森県,Aomori,五所川原保健所,Goshogawara Hokenjo,0173-34-2108,Japanese,Weekdays 8:30-17:00,030-0966,青森市佃二丁目19-17,https://www.pref.aomori.lg.jp/welfare/health/wuhan-novel-coronavirus2020.html,
青森県,Aomori,上十三保健所,Kamitousann Hokenjo,0176-22-3510,Japanese,Weekdays 8:30-17:00,030-0967,青森市佃二丁目19-18,https://www.pref.aomori.lg.jp/welfare/health/wuhan-novel-coronavirus2020.html,
青森県,Aomori,むつ保健所,Mutsu Hokenjo,0175-31-1891,Japanese,Weekdays 8:30-17:00,030-0968,青森市佃二丁目19-19,https://www.pref.aomori.lg.jp/welfare/health/wuhan-novel-coronavirus2020.html,
青森県,Aomori,八戸市保健所,Hachinohe Shi Hokenjo,0178-43-2291,Japanese,Weekdays 8:30-17:00,030-0969,青森市佃二丁目19-20,https://www.pref.aomori.lg.jp/welfare/health/wuhan-novel-coronavirus2020.html,
岩手県,Iwate,岩手県庁医療政策室,Iwate Kenchou Iryou Seisaku Shitsu,019-651-3175,Japanese,Every day 24 hours,020-0023,岩手県盛岡市内丸10-1,https://www.pref.iwate.jp/kurashikankyou/iryou/kenkou/jouhou/1028020.html,
岩手県,Iwate,盛岡市保健所,Morioka Shi Hokenjo,019-603-8308,Japanese,Weekdays 9:00-17:00,020-0024,岩手県盛岡市内丸10-2,https://www.pref.iwate.jp/kurashikankyou/iryou/kenkou/jouhou/1028020.html,
岩手県,Iwate,岩手県県央保健所,Iwate Ken Kenoh Hokenjo,019-629-6562,Japanese,Weekdays 9:00-17:00,020-0025,岩手県盛岡市内丸10-3,https://www.pref.iwate.jp/kurashikankyou/iryou/kenkou/jouhou/1028020.html,
岩手県,Iwate,岩手県中部保健所,Iwate Ken Chuubu Hokenjo,0198-22-4952,Japanese,Weekdays 9:00-17:00,020-0026,岩手県盛岡市内丸10-4,https://www.pref.iwate.jp/kurashikankyou/iryou/kenkou/jouhou/1028020.html,
岩手県,Iwate,岩手県奥州保健所,Iwate Ken Oushuu Hokenjo,0197-22-2831,Japanese,Weekdays 9:00-17:00,020-0027,岩手県盛岡市内丸10-5,https://www.pref.iwate.jp/kurashikankyou/iryou/kenkou/jouhou/1028020.html,
岩手県,Iwate,岩手県一関保健所,Iwate Ken Ichinozeki Hokenjo,0191-26-1415,Japanese,Weekdays 9:00-17:00,020-0028,岩手県盛岡市内丸10-6,https://www.pref.iwate.jp/kurashikankyou/iryou/kenkou/jouhou/1028020.html,
岩手県,Iwate,岩手県大船渡保健所,Iwate Ken Oofunato Hokenjo,0192-27-9922,Japanese,Weekdays 9:00-17:00,020-0029,岩手県盛岡市内丸10-7,https://www.pref.iwate.jp/kurashikankyou/iryou/kenkou/jouhou/1028020.html,
岩手県,Iwate,岩手県釜石保健所,Iwate Ken Kamaishi Hokenjo,0193-25-2710,Japanese,Weekdays 9:00-17:00,020-0030,岩手県盛岡市内丸10-8,https://www.pref.iwate.jp/kurashikankyou/iryou/kenkou/jouhou/1028020.html,
岩手県,Iwate,岩手県宮古保健所,Iwate Ken Miyako Hokenjo,0193-64-2218,Japanese,Weekdays 9:00-17:00,020-0031,岩手県盛岡市内丸10-9,https://www.pref.iwate.jp/kurashikankyou/iryou/kenkou/jouhou/1028020.html,
岩手県,Iwate,岩手県久慈保健所,Iwate Ken Kuji Hokenjo,0194-53-4987,Japanese,Weekdays 9:00-17:00,020-0032,岩手県盛岡市内丸10-10,https://www.pref.iwate.jp/kurashikankyou/iryou/kenkou/jouhou/1028020.html,
岩手県,Iwate,岩手県二戸保健所,Iwate Ken Ninohe Hokenjo,0195-23-9206,Japanese,Weekdays 9:00-17:00,020-0033,岩手県盛岡市内丸10-11,https://www.pref.iwate.jp/kurashikankyou/iryou/kenkou/jouhou/1028020.html,
宮城県,Miyagi,健康電話相談窓口,Kenkou Denwa Soudan Madoguchi,022-211-3883,Japanese,Every day 24 hours,980-8570,宮城県仙台市青葉区本町3丁目8番1号,https://www.pref.miyagi.jp/site/covid-19/03.html,
宮城県,Miyagi,健康電話相談窓口,Kenkou Denwa Soudan Madoguchi,022-211-2882,Japanese,Every day 24 hours,980-8571,宮城県仙台市青葉区本町3丁目8番1号,https://www.pref.miyagi.jp/site/covid-19/03.html,
秋田県,Akita,あきた帰国者・接触者相談センター,Aki Ta Kikoku Sha ・Sesshoku Sha Soudan Senta-,018-866-7050,Japanese,Every day 24 hours,010-8570,秋田県秋田市山王四丁目1番1号,https://www.pref.akita.lg.jp/pages/archive/16317,
秋田県,Akita,あきた帰国者・接触者相談センター,Aki Ta Kikoku Sha ・Sesshoku Sha Soudan Senta-,018-895-9176,Japanese,Weekdays 9:00-17:00,010-8570,秋田県秋田市山王四丁目1番1号,https://www.pref.akita.lg.jp/pages/archive/16317,
山形県,Yamagata,新型コロナ受診相談センター,Shingata Korona Jushin Soudan Senta-,0120-88-0006,Japanese,Every day 24 hours,990-8570,山形市松波二丁目8-1,http://www.pref.yamagata.jp/ou/kenkofukushi/090001/20130425/shingata_corona.html,
福島県,Fukushima,福島市保健所,Fukushima Shi Hokenjo,024-535-8662,Japanese,"Weekdays 9:00-17:00
Emergencies only after hours",960-8670,福島県福島市杉妻町2-16,https://www.pref.fukushima.lg.jp/sec/21045c/coronavirus-taiou.html#center,
福島県,Fukushima,県北保健所(県北保健福祉事務所),Ken Hoku Hokenjo (Ken Kita Hoken Fukushi Jimusho ),024-534-4108,Japanese,"Weekdays 9:00-17:00
Emergencies only after hours",960-8670,福島県福島市杉妻町2-17,https://www.pref.fukushima.lg.jp/sec/21045c/coronavirus-taiou.html#center,
福島県,Fukushima,県中保健所(県中保健福祉事務所),Ken Chuu Hokenjo (Ken Chuu Hoken Fukushi Jimusho ),0248-75-7827,Japanese,"Weekdays 9:00-17:00
Emergencies only after hours",960-8670,福島県福島市杉妻町2-18,https://www.pref.fukushima.lg.jp/sec/21045c/coronavirus-taiou.html#center,
福島県,Fukushima,県南保健所(県南保健福祉事務所),Ken'nan Hokenjo (Ken Nanbo Ken Fukushi Jimusho ),0248-21-8188,Japanese,"Weekdays 9:00-17:00
Emergencies only after hours",960-8670,福島県福島市杉妻町2-19,https://www.pref.fukushima.lg.jp/sec/21045c/coronavirus-taiou.html#center,
福島県,Fukushima,会津保健所(会津保健福祉事務所),Aidu Hokenjo ( Aidu Hoken Fukushi Jimusho ),0242-29-5203,Japanese,"Weekdays 9:00-17:00
Emergencies only after hours",960-8670,福島県福島市杉妻町2-20,https://www.pref.fukushima.lg.jp/sec/21045c/coronavirus-taiou.html#center,
福島県,Fukushima,南会津保健所(南会津保健福祉事務所),Minamiaidu Hokenjo (Minamiaidu Hoken Fukushi Jimusho ),0241-63-0306,Japanese,"Weekdays 9:00-17:00
Emergencies only after hours",960-8670,福島県福島市杉妻町2-21,https://www.pref.fukushima.lg.jp/sec/21045c/coronavirus-taiou.html#center,
福島県,Fukushima,相双保健所(相双保健福祉事務所),Sou Sou Hokenjo ( Ai Sou Hoken Fukushi Jimusho ),080-2807-0489,Japanese,"Weekdays 9:00-17:00
Emergencies only after hours",960-8670,福島県福島市杉妻町2-22,https://www.pref.fukushima.lg.jp/sec/21045c/coronavirus-taiou.html#center,
福島県,Fukushima,郡山市保健所,Kooriyama Shi Hokenjo,024-924-2163,Japanese,"Weekdays 9:00-17:00
Emergencies only after hours",960-8670,福島県福島市杉妻町2-23,https://www.pref.fukushima.lg.jp/sec/21045c/coronavirus-taiou.html#center,
福島県,Fukushima,いわき市保健所,Iwaki Shi Hokenjo,0246-27-8596,Japanese,"Weekdays 9:00-17:00
Emergencies only after hours",960-8670,福島県福島市杉妻町2-24,https://www.pref.fukushima.lg.jp/sec/21045c/coronavirus-taiou.html#center,
東京都,Tokyo,"都・特別区・八王子市・町田市 
合同電話相談センター",To ・ Tokubetsu Ku ・ Hachiouji Shi ・ Machida Shi Goudou Denwa Soudan Senta-,03-5320-4592,Japanese,"Weekdays 17:00-9:00
Weekends, Holidays 24 hours",163-8001,東京都新宿区西新宿2丁目8番1号,https://www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronasodan.html,
東京都,Tokyo,足立保健所,Adachi Hokenjo,03-3880-5747,Japanese,Weekdays 8:30-17:15,163-8001,東京都新宿区西新宿2丁目8番1号,https://www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronasodan.html,
東京都,Tokyo,荒川区保健所,Arakawa Ku Hokenjo,03-3802-4243,Japanese,Weekdays 8:30-17:15,163-8001,東京都新宿区西新宿2丁目8番1号,https://www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronasodan.html,
東京都,Tokyo,板橋区保健所,Itabashi Ku Hokenjo,03-6905-6367,Japanese,Weekdays 8:30-17:00,163-8001,東京都新宿区西新宿2丁目8番1号,https://www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronasodan.html,
東京都,Tokyo,江戸川保健所,Edogawa Hokenjo,03-5661-1124,Japanese,Weekdays 9:00-17:00,163-8001,東京都新宿区西新宿2丁目8番1号,https://www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronasodan.html,
東京都,Tokyo,大田区保健所,Oota Ku Hokenjo,03-5744-1360,Japanese,Weekdays 9:00-17:00,163-8001,東京都新宿区西新宿2丁目8番1号,https://www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronasodan.html,
東京都,Tokyo,葛飾区保健所,Katsushika Ku Hokenjo,03-3602-1376,Japanese,Weekdays 8:30-17:15,163-8001,東京都新宿区西新宿2丁目8番1号,https://www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronasodan.html,
東京都,Tokyo,北区保健所,Kita Ku Hokenjo,03-3919-4500,Japanese,Weekdays 9:00-17:00,163-8001,東京都新宿区西新宿2丁目8番1号,https://www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronasodan.html,
東京都,Tokyo,江東区保健所,Koutou Ku Hokenjo,03-3647-5879,Japanese,Weekdays 8:30-17:15,163-8001,東京都新宿区西新宿2丁目8番1号,https://www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronasodan.html,
東京都,Tokyo,品川区保健所,Shinagawa Ku Hokenjo,03-5742-9105,Japanese,Weekdays 9:00-17:00,163-8001,東京都新宿区西新宿2丁目8番1号,https://www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronasodan.html,
東京都,Tokyo,渋谷区保健所,Shibuya Ku Hokenjo,03-3463-3650,Japanese,Weekdays 8:30-17:15,163-8001,東京都新宿区西新宿2丁目8番1号,https://www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronasodan.html,
東京都,Tokyo,新宿区保健所,Shinjuku Ku Hokenjo,03-5273-3836,Japanese,Weekdays 9:00-17:00,163-8001,東京都新宿区西新宿2丁目8番1号,https://www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronasodan.html,
東京都,Tokyo,杉並保健所,Suginami Hokenjo,03-3391-1299,Japanese,Weekdays 9:00-17:00,163-8001,東京都新宿区西新宿2丁目8番1号,https://www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronasodan.html,
東京都,Tokyo,墨田区保健所,Sumida Ku Hokenjo,03-5608-1443,Japanese,Weekdays 9:00-17:00,163-8001,東京都新宿区西新宿2丁目8番1号,https://www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronasodan.html,
東京都,Tokyo,世田谷保健所,Setagaya Hokenjo,03-5432-2910,Japanese,Weekdays 8:30-17:15,163-8001,東京都新宿区西新宿2丁目8番1号,https://www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronasodan.html,
東京都,Tokyo,台東保健所,Taitou Hokenjo,03-3847-9402,Japanese,Weekdays 9:00-17:00,163-8001,東京都新宿区西新宿2丁目8番1号,https://www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronasodan.html,
東京都,Tokyo,中央区保健所,Chuuou Ku Hokenjo,03-3541-5254,Japanese,Weekdays 9:00-17:00,163-8001,東京都新宿区西新宿2丁目8番1号,https://www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronasodan.html,
東京都,Tokyo,千代田保健所,Chiyoda Hokenjo,03-5211-8175,Japanese,Weekdays 8:30-17:15,163-8001,東京都新宿区西新宿2丁目8番1号,https://www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronasodan.html,
東京都,Tokyo,池袋保健所,Ikebukuro Hokenjo,03-3987-4179,Japanese,Weekdays 9:00-17:00,163-8001,東京都新宿区西新宿2丁目8番1号,https://www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronasodan.html,
東京都,Tokyo,中野区保健所,Nakano Ku Hokenjo,03-3382-6532,Japanese,Weekdays 9:00-17:00,163-8001,東京都新宿区西新宿2丁目8番1号,https://www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronasodan.html,
東京都,Tokyo,練馬区保健所,Nerima Ku Hokenjo,03-5984-4761,Japanese,Weekdays 9:00-17:00,163-8001,東京都新宿区西新宿2丁目8番1号,https://www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronasodan.html,
東京都,Tokyo,文京保健所,Bunkyou Hokenjo,03-5803-1824,Japanese,Weekdays 9:00-17:00,163-8001,東京都新宿区西新宿2丁目8番1号,https://www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronasodan.html,
東京都,Tokyo,みなと保健所,Minato Hokenjo,03-3455-4461,Japanese,Weekdays 8:30-17:15,163-8001,東京都新宿区西新宿2丁目8番1号,https://www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronasodan.html,
東京都,Tokyo,目黒区保健所,Meguro Ku Hokenjo,03-5722-9089,Japanese,Weekdays 9:00-17:00,163-8001,東京都新宿区西新宿2丁目8番1号,https://www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronasodan.html,
東京都,Tokyo,多摩立川保健所,Tama Tachikawa Hokenjo,042-524-5171,Japanese,Weekdays 9:00-17:00,163-8001,東京都新宿区西新宿2丁目8番1号,https://www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronasodan.html,
東京都,Tokyo,西多摩保健所,Nishitama Hokenjo,0428-22-6141,Japanese,Weekdays 9:00-17:00,163-8001,東京都新宿区西新宿2丁目8番1号,https://www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronasodan.html,
東京都,Tokyo,南多摩保健所,Minamitama Hokenjo,042-371-7661,Japanese,Weekdays 9:00-17:00,163-8001,東京都新宿区西新宿2丁目8番1号,https://www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronasodan.html,
東京都,Tokyo,多摩小平保健所,Tama Kodaira Hokenjo,042-450-3111,Japanese,Weekdays 9:00-17:00,163-8001,東京都新宿区西新宿2丁目8番1号,https://www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronasodan.html,
東京都,Tokyo,多摩府中保健所,Tama Fuchuu Hokenjo,042-362-2334,Japanese,Weekdays 9:00-17:00,163-8001,東京都新宿区西新宿2丁目8番1号,https://www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronasodan.html,
東京都,Tokyo,町田市保健所,Machida Shi Hokenjo,042-724-4238,Japanese,Weekdays 9:00-17:00,163-8001,東京都新宿区西新宿2丁目8番1号,https://www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronasodan.html,
東京都,Tokyo,八王子市保健所,Hachiouji Shi Hokenjo,042-645-5195,Japanese,Weekdays 8:30-17:15,163-8001,東京都新宿区西新宿2丁目8番1号,https://www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronasodan.html,
東京都,Tokyo,八丈出張所,Hachijou Shucchousho,04996-2-1291,Japanese,Weekdays 9:00-17:00,163-8001,東京都新宿区西新宿2丁目8番1号,https://www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronasodan.html,
東京都,Tokyo,大島出張所,Ooshima Shucchousho,04992-2-1436,Japanese,Weekdays 9:00-17:00,163-8001,東京都新宿区西新宿2丁目8番1号,https://www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronasodan.html,
東京都,Tokyo,小笠原出張所,Ogasawara Shucchousho,04998-2-2951,Japanese,Weekdays 9:00-17:00,163-8001,東京都新宿区西新宿2丁目8番1号,https://www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronasodan.html,
東京都,Tokyo,三宅出張所,Miyake Shucchousho,04994-2-0181,Japanese,Weekdays 9:00-17:00,163-8001,東京都新宿区西新宿2丁目8番1号,https://www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronasodan.html,
茨城県,Ibaraki,茨城県庁内,Ibaraki Kenchou Nai,029-301-3200,Japanese,Every day 24 hours,310-8555,水戸市笠原町978番6,https://www.pref.ibaraki.jp/hokenfukushi/yobo/kiki/yobo/kansen/idwr/information/other/documents/20200130-corona.html,
茨城県,Ibaraki,中央保健所,Chuuou Hokenjo,029-241-0100,Japanese,Weekdays 9:00-17:00,310-0852,水戸市笠原町993-2,https://www.pref.ibaraki.jp/hokenfukushi/yobo/kiki/yobo/kansen/idwr/information/other/documents/20200130-corona.html,
茨城県,Ibaraki,ひたちなか保健所,Hitachinaka Hokenjo,029-265-5515,Japanese,Weekdays 9:00-17:00,312-0005,ひたちなか市新光町95,https://www.pref.ibaraki.jp/hokenfukushi/yobo/kiki/yobo/kansen/idwr/information/other/documents/20200130-corona.html,
茨城県,Ibaraki,日立保健所,Hitachi Hokenjo,0294-22-4188,Japanese,Weekdays 9:00-17:00,317-0065,日立市助川町2-6-15,https://www.pref.ibaraki.jp/hokenfukushi/yobo/kiki/yobo/kansen/idwr/information/other/documents/20200130-corona.html,
茨城県,Ibaraki,潮来保健所,Itako Hokenjo,0299-66-2114,Japanese,Weekdays 9:00-17:00,311-2422,潮来市大洲1446-1,https://www.pref.ibaraki.jp/hokenfukushi/yobo/kiki/yobo/kansen/idwr/information/other/documents/20200130-corona.html,
茨城県,Ibaraki,竜ケ崎保健所,Ryuugasaki Hokenjo,0297-62-2161,Japanese,Weekdays 9:00-17:00,301-0822,龍ケ崎市2983-1,https://www.pref.ibaraki.jp/hokenfukushi/yobo/kiki/yobo/kansen/idwr/information/other/documents/20200130-corona.html,
茨城県,Ibaraki,土浦保健所,Tsuchiura Hokenjo,029-821-5342,Japanese,Weekdays 9:00-17:00,300-0812,土浦市下高津2-7-46,https://www.pref.ibaraki.jp/hokenfukushi/yobo/kiki/yobo/kansen/idwr/information/other/documents/20200130-corona.html,
茨城県,Ibaraki,つくば保健所,Tsukuba Hokenjo,029-851-9287,Japanese,Weekdays 9:00-17:00,305-0035,つくば市松代4-27,https://www.pref.ibaraki.jp/hokenfukushi/yobo/kiki/yobo/kansen/idwr/information/other/documents/20200130-corona.html,
茨城県,Ibaraki,筑西保健所,Chikusei Hokenjo,0296-24-3911,Japanese,Weekdays 9:00-17:00,308-0021,筑西市甲114,https://www.pref.ibaraki.jp/hokenfukushi/yobo/kiki/yobo/kansen/idwr/information/other/documents/20200130-corona.html,
茨城県,Ibaraki,古河保健所,Koga Hokenjo,0280-32-3021,Japanese,Weekdays 9:00-17:00,306-0005,古河市北町6-22,https://www.pref.ibaraki.jp/hokenfukushi/yobo/kiki/yobo/kansen/idwr/information/other/documents/20200130-corona.html,
茨城県,Ibaraki,水戸市保健所,Mito Shi Hokenjo,029-350-7650,Japanese,Weekdays 9:00-17:00,306-0006,古河市北町6-23,https://www.pref.ibaraki.jp/hokenfukushi/yobo/kiki/yobo/kansen/idwr/information/other/documents/20200130-corona.html,
栃木県,Tochigi,宇都宮市保健所,Utsunomiya Shi Hokenjo,028-626-1114,Japanese,Weekdays 8:30-17:15,320-8501,宇都宮市塙田1-1-20,http://www.pref.tochigi.lg.jp/e04/welfare/hoken-eisei/kansen/hp/shingatakoronavirussoudannmadoguti.html,
栃木県,Tochigi,宇都宮市保健所,Utsunomiya Shi Hokenjo,028-626-1135,Japanese,"Weekdays 17:15-8:30
Weekends, Holidays",320-8502,宇都宮市塙田1-1-21,http://www.pref.tochigi.lg.jp/e04/welfare/hoken-eisei/kansen/hp/shingatakoronavirussoudannmadoguti.html,
栃木県,Tochigi,県西健康福祉センター,Kensai Kenkou Fukushi Senta-,0289-62-6225,Japanese,Weekdays 8:30-20:00,320-8502,宇都宮市塙田1-1-21,http://www.pref.tochigi.lg.jp/e04/welfare/hoken-eisei/kansen/hp/shingatakoronavirussoudannmadoguti.html,
栃木県,Tochigi,県東健康福祉センター,Kentou Kenkou Fukushi Senta-,0285-82-6997,Japanese,Weekdays 8:30-20:00,320-8503,宇都宮市塙田1-1-22,http://www.pref.tochigi.lg.jp/e04/welfare/hoken-eisei/kansen/hp/shingatakoronavirussoudannmadoguti.html,
栃木県,Tochigi,県南健康福祉センター,Ken'nan Kenkou Fukushi Senta-,0285-22-0302,Japanese,Weekdays 8:30-20:00,320-8504,宇都宮市塙田1-1-23,http://www.pref.tochigi.lg.jp/e04/welfare/hoken-eisei/kansen/hp/shingatakoronavirussoudannmadoguti.html,
栃木県,Tochigi,県北健康福祉センター,Ken Hoku Kenkou Fukushi Senta-,0287-22-2679,Japanese,Weekdays 8:30-20:00,320-8505,宇都宮市塙田1-1-24,http://www.pref.tochigi.lg.jp/e04/welfare/hoken-eisei/kansen/hp/shingatakoronavirussoudannmadoguti.html,
栃木県,Tochigi,安足健康福祉センター,Ansoku Kenkou Fukushi Senta-,0284-41-5900,Japanese,Weekdays 8:30-20:00,320-8506,宇都宮市塙田1-1-25,http://www.pref.tochigi.lg.jp/e04/welfare/hoken-eisei/kansen/hp/shingatakoronavirussoudannmadoguti.html,
群馬県,Gunma,群馬県新型コロナウイルス感染症コールセンター,Gunma Ken Shingata Korona Uirusu Kansen Shou Ko-ru Senta-,0570-082-820,Japanese,Weekdays 9:00-17:00,371-8570,前橋市大手町1-1-1,https://www.pref.gunma.jp/02/d29g_00243.html,
埼玉県,Saitama,さいたま市保健所,Saitama Shi Hokenjo,048-840-2220,Japanese,Every day 8:30-17:15,330-9588,さいたま市浦和区常盤六丁目4番4号,http://www.pref.saitama.lg.jp/a0701/shingatacoronavirus2.html,
埼玉県,Saitama,さいたま市保健所,Saitama Shi Hokenjo,0570-783-770,Japanese,Every day 17:15-8:30,330-9589,さいたま市浦和区常盤六丁目4番4号,http://www.pref.saitama.lg.jp/a0701/shingatacoronavirus2.html,
埼玉県,Saitama,南部保健所,Nanbu Hokenjo,048-262-6111,Japanese,Weekdays 8:30-17:15,330-9589,さいたま市浦和区常盤六丁目4番4号,http://www.pref.saitama.lg.jp/a0701/shingatacoronavirus2.html,
埼玉県,Saitama,朝霞保健所,Asaka Hokenjo,048-461-0468,Japanese,Weekdays 8:30-17:15,330-9590,さいたま市浦和区常盤六丁目4番4号,http://www.pref.saitama.lg.jp/a0701/shingatacoronavirus2.html,
埼玉県,Saitama,春日部保健所,Kasukabe Hokenjo,048-737-2133,Japanese,Weekdays 8:30-17:15,330-9591,さいたま市浦和区常盤六丁目4番4号,http://www.pref.saitama.lg.jp/a0701/shingatacoronavirus2.html,
埼玉県,Saitama,草加保健所,Souka Hokenjo,048-925-1551,Japanese,Weekdays 8:30-17:15,330-9592,さいたま市浦和区常盤六丁目4番4号,http://www.pref.saitama.lg.jp/a0701/shingatacoronavirus2.html,
埼玉県,Saitama,鴻巣保健所,Kounosu Hokenjo,048-541-0249,Japanese,Weekdays 8:30-17:15,330-9593,さいたま市浦和区常盤六丁目4番4号,http://www.pref.saitama.lg.jp/a0701/shingatacoronavirus2.html,
埼玉県,Saitama,東松山保健所,Higashimatsuyama Hokenjo,0493-22-0280,Japanese,Weekdays 8:30-17:15,330-9594,さいたま市浦和区常盤六丁目4番4号,http://www.pref.saitama.lg.jp/a0701/shingatacoronavirus2.html,
埼玉県,Saitama,坂戸保健所,Sakado Hokenjo,049-283-7815,Japanese,Weekdays 8:30-17:15,330-9595,さいたま市浦和区常盤六丁目4番4号,http://www.pref.saitama.lg.jp/a0701/shingatacoronavirus2.html,
埼玉県,Saitama,狭山保健所,Sayama Hokenjo,04-2954-6212,Japanese,Weekdays 8:30-17:15,330-9596,さいたま市浦和区常盤六丁目4番4号,http://www.pref.saitama.lg.jp/a0701/shingatacoronavirus2.html,
埼玉県,Saitama,加須保健所,Kasu Hokenjo,0480-61-1216,Japanese,Weekdays 8:30-17:15,330-9597,さいたま市浦和区常盤六丁目4番4号,http://www.pref.saitama.lg.jp/a0701/shingatacoronavirus2.html,
埼玉県,Saitama,幸手保健所,Satte Hokenjo,0480-42-1101,Japanese,Weekdays 8:30-17:15,330-9598,さいたま市浦和区常盤六丁目4番4号,http://www.pref.saitama.lg.jp/a0701/shingatacoronavirus2.html,
埼玉県,Saitama,熊谷保健所,Kumagaya Hokenjo,048-523-2811,Japanese,Weekdays 8:30-17:15,330-9599,さいたま市浦和区常盤六丁目4番4号,http://www.pref.saitama.lg.jp/a0701/shingatacoronavirus2.html,
埼玉県,Saitama,本庄保健所,Honjou Hokenjo,0495-22-6481,Japanese,Weekdays 8:30-17:15,330-9600,さいたま市浦和区常盤六丁目4番4号,http://www.pref.saitama.lg.jp/a0701/shingatacoronavirus2.html,
埼玉県,Saitama,秩父保健所,Chichibu Hokenjo,0494-22-3824,Japanese,Weekdays 8:30-17:15,330-9601,さいたま市浦和区常盤六丁目4番4号,http://www.pref.saitama.lg.jp/a0701/shingatacoronavirus2.html,
埼玉県,Saitama,川越市保健所,Kawagoe Shi Hokenjo,049-227-5107,Japanese,Weekdays 8:30-17:15,330-9602,さいたま市浦和区常盤六丁目4番4号,http://www.pref.saitama.lg.jp/a0701/shingatacoronavirus2.html,
埼玉県,Saitama,越谷市保健所,Koshigaya Shi Hokenjo,048-973-7530,Japanese,Weekdays 8:30-17:15,330-9603,さいたま市浦和区常盤六丁目4番4号,http://www.pref.saitama.lg.jp/a0701/shingatacoronavirus2.html,
埼玉県,Saitama,川口市保健所,Kawaguchi Shi Hokenjo,048-423-6832,Japanese,Weekdays 8:30-17:15,330-9604,さいたま市浦和区常盤六丁目4番4号,http://www.pref.saitama.lg.jp/a0701/shingatacoronavirus2.html,
千葉県,Chiba,千葉市感染症帰国者・接触者相談センター,Chiba Shi Kansen Shou Kikoku Sha ・ Sesshoku Sha Soudan Senta-,043-238-9966,Japanese,"Weekdays 9:00-19:00
Weekends, Holidays 9:00-17:00",260-8722,千葉市中央区千葉港2番1号,https://www.pref.chiba.lg.jp/kenfuku/kansenshou/corona-soudancenter.html,
千葉県,Chiba,習志野健康福祉センター,Narashino Kenkou Fukushi Senta-,047-475-5154,Japanese,Weekdays 9:00-17:00,260-8723,千葉市中央区千葉港2番1号,https://www.pref.chiba.lg.jp/kenfuku/kansenshou/corona-soudancenter.html,
千葉県,Chiba,市川健康福祉センター,Ichikawa Kenkou Fukushi Senta-,047-377-1103,Japanese,Weekdays 9:00-17:00,260-8724,千葉市中央区千葉港2番1号,https://www.pref.chiba.lg.jp/kenfuku/kansenshou/corona-soudancenter.html,
千葉県,Chiba,松戸健康福祉センター,Matsudo Kenkou Fukushi Senta-,047-361-2140,Japanese,Weekdays 9:00-17:00,260-8725,千葉市中央区千葉港2番1号,https://www.pref.chiba.lg.jp/kenfuku/kansenshou/corona-soudancenter.html,
千葉県,Chiba,野田健康福祉センター,Noda Kenkou Fukushi Senta-,04-7124-8155,Japanese,Weekdays 9:00-17:00,260-8726,千葉市中央区千葉港2番1号,https://www.pref.chiba.lg.jp/kenfuku/kansenshou/corona-soudancenter.html,
